# Dead-ROI verdicts, CONSUMED not recomputed.
# Source of record: the R team's rule (fireflies decisions/0002), applied by
# interface2's if2_dead_roi_keep against
#   2R/2026-08-15/long_window_20_strict_ROI/long_window_20_strict_ROI_custard_20260815.csv
# (the CURRENT roster; the pipeline's own default points into 2R/QUARANTINE/).
#
# The rule needs drug and high-K rows, which FOUNDATIONS SS9 keeps out of this repo's
# baseline-only reach — so the VERDICTS are vendored here and the rule is not ported.
# keep=0 means the R team rejected that ROI. A slice with no rejections may simply be
# ineligible for a verdict (18 of 85 are); that is the spec, not a bug.
# Regenerate: interface2 dump_droi.m on branch bct-modularity-fast.
slice_id,roi_index,keep
20250827_199,23,1
20250827_199,24,1
20250827_199,25,1
20250827_199,26,1
20250827_199,27,1
20250827_199,28,1
20250827_199,29,1
20250827_199,30,1
20250827_199,31,1
20250827_199,32,1
20250827_199,33,1
20250827_199,34,1
20250827_199,35,1
20250827_199,36,1
20250827_199,37,1
20250827_199,38,1
20250827_199,39,1
20250827_199,40,1
20250827_199,41,1
20250827_199,42,1
20250827_199,43,1
20250827_199,44,1
20250827_199,45,1
20250827_199,46,1
20250827_199,47,1
20250827_199,48,1
20250829_204,1,1
20250829_204,2,1
20250829_204,3,1
20250829_204,4,1
20250829_204,5,1
20250829_204,6,1
20250829_204,7,1
20250829_204,8,1
20250829_204,9,1
20250829_204,10,1
20250829_204,11,1
20250829_204,12,1
20250829_204,13,1
20250829_204,14,1
20250829_204,15,1
20250829_204,16,1
20250829_204,17,1
20250829_204,18,1
20250829_204,19,1
20250829_204,20,1
20250829_204,21,1
20250829_204,22,1
20250829_204,23,1
20250829_204,24,1
20250829_204,25,1
20250829_204,26,1
20250829_204,27,1
20250829_204,28,1
20250829_204,29,1
20250829_204,30,1
20250829_204,31,1
20250829_204,32,1
20250829_207,1,1
20250829_207,2,1
20250829_207,3,1
20250829_207,4,1
20250829_207,5,1
20250829_207,6,1
20250829_207,7,1
20250829_207,8,1
20250829_207,9,1
20250829_207,10,1
20250829_207,11,1
20250829_207,12,1
20250829_207,13,1
20250829_207,14,1
20250829_207,15,1
20250829_207,16,1
20250829_207,17,1
20250829_207,18,1
20250829_207,19,1
20250829_207,20,1
20250829_207,21,1
20250829_207,22,1
20250829_207,23,1
20250829_207,24,1
20250829_207,25,1
20250829_207,26,1
20250829_207,27,1
20250829_207,28,1
20250829_207,29,1
20250829_207,30,1
20250829_207,31,1
20250829_207,32,1
20250829_207,33,1
20250829_207,34,1
20250829_207,35,1
20250829_207,36,1
20250829_207,37,1
20250829_207,38,1
20250829_207,39,1
20250829_207,40,1
20250829_207,41,1
20250829_207,42,1
20250829_207,43,1
20250829_207,44,1
20250829_207,45,1
20250829_207,46,1
20250829_207,47,1
20250829_207,48,1
20250829_207,49,1
20250829_207,50,1
20250829_207,51,1
20250829_207,52,1
20250829_207,53,1
20250904_209,1,1
20250904_209,2,1
20250904_209,3,1
20250904_209,4,1
20250904_209,5,1
20250904_209,6,1
20250904_209,7,1
20250904_209,8,1
20250904_209,9,1
20250904_209,10,1
20250904_209,11,1
20250904_209,12,1
20250904_209,13,1
20250904_209,14,1
20250904_209,15,1
20250904_209,16,1
20250904_209,17,1
20250904_209,18,1
20250904_209,19,1
20250904_209,20,1
20250904_209,21,1
20250904_209,22,1
20250904_209,23,1
20250904_211,1,1
20250904_211,2,1
20250904_211,3,1
20250904_211,4,1
20250904_211,5,1
20250904_211,6,1
20250904_211,7,1
20250904_211,8,1
20250904_211,9,1
20250904_211,10,1
20250904_211,11,1
20250904_211,12,1
20250904_211,13,1
20250904_211,14,1
20250904_211,15,1
20250904_211,16,1
20250904_211,17,1
20250904_211,18,1
20250904_211,19,1
20250904_211,20,1
20250904_211,21,1
20250904_211,22,1
20250904_211,23,1
20250904_211,24,1
20250904_211,25,1
20250904_211,26,1
20250904_211,27,1
20250904_211,28,1
20250904_211,29,1
20250904_211,30,1
20250904_211,31,1
20250904_211,32,1
20250904_211,33,1
20250904_211,34,1
20250904_211,35,1
20250904_211,36,1
20250904_211,37,1
20250904_211,38,1
20250904_211,39,1
20250904_211,40,1
20250904_211,41,1
20250904_211,42,1
20250904_211,43,1
20250904_211,44,1
20250904_211,45,1
20250911_214,1,1
20250911_214,2,1
20250911_214,3,1
20250911_214,4,1
20250911_214,5,1
20250911_214,6,1
20250911_214,7,1
20250911_214,8,1
20250911_214,9,1
20250911_214,10,1
20250911_214,11,1
20250911_214,12,1
20250911_214,13,1
20250911_214,14,1
20250911_214,15,1
20250911_214,16,1
20250911_214,17,1
20250911_214,18,1
20250911_214,19,1
20250911_214,20,1
20250911_217,1,1
20250911_217,2,1
20250911_217,3,1
20250911_217,4,1
20250911_217,5,1
20250911_217,6,1
20250911_217,7,1
20250911_217,8,1
20250911_217,9,1
20250911_217,10,1
20250911_217,11,1
20250911_217,12,1
20250911_217,13,1
20250911_217,14,1
20250911_217,15,1
20250911_217,16,1
20250911_217,17,1
20250911_217,18,1
20250911_217,19,1
20250911_217,20,1
20250911_217,21,1
20250911_217,22,1
20250911_217,23,1
20250911_217,24,1
20250911_217,25,1
20250911_217,26,1
20250911_217,27,1
20250911_217,28,1
20250911_217,29,1
20250911_217,30,1
20250911_217,31,1
20250911_217,32,1
20250911_222,1,1
20250911_222,2,1
20250911_222,3,1
20250911_222,4,1
20250911_222,5,1
20250911_222,6,1
20250911_222,7,1
20250911_222,8,1
20250911_222,9,1
20250911_222,10,1
20250911_222,11,1
20250911_222,12,1
20250911_222,13,1
20250911_222,14,1
20250911_222,15,1
20250911_222,16,1
20250911_222,17,1
20250911_222,18,1
20250911_222,19,1
20250911_222,20,1
20250911_222,21,1
20250911_222,22,1
20250911_222,23,1
20250911_222,24,1
20250911_222,25,1
20250911_222,26,1
20250911_222,27,1
20250911_222,28,1
20250911_222,29,1
20250911_222,30,1
20250911_222,31,1
20250911_222,32,1
20250911_222,33,1
20250911_222,34,1
20250912_225,1,1
20250912_225,2,1
20250912_225,3,1
20250912_225,4,1
20250912_225,5,1
20250912_225,6,1
20250912_225,7,1
20250912_225,8,1
20250912_225,9,1
20250912_225,10,1
20250912_225,11,1
20250912_225,12,1
20250912_225,13,1
20250912_225,14,1
20250912_225,15,1
20250912_225,16,1
20250912_225,17,1
20250912_225,18,1
20250912_225,19,1
20250912_225,20,1
20250912_225,21,1
20250912_225,22,1
20250912_225,23,1
20250912_225,24,1
20250912_225,25,1
20250912_225,26,1
20250912_225,27,1
20250912_225,28,1
20250912_225,29,1
20250912_225,30,1
20250912_225,31,1
20250912_225,32,1
20250912_225,33,1
20250912_225,34,1
20250912_225,35,1
20250912_225,36,1
20250912_225,37,1
20250912_225,38,1
20250912_225,39,1
20250912_225,40,1
20250912_225,41,1
20250912_225,42,1
20250912_225,43,1
20250912_225,44,1
20250912_225,45,1
20250912_227,1,1
20250912_227,2,1
20250912_227,3,1
20250912_227,4,1
20250912_227,5,1
20250912_227,6,1
20250912_227,7,1
20250912_227,8,1
20250912_227,9,1
20250912_227,10,1
20250912_227,11,1
20250912_227,12,1
20250912_227,13,1
20250912_227,14,1
20250912_227,15,1
20250912_227,16,1
20250912_227,17,1
20250912_229,1,1
20250912_229,2,1
20250912_229,3,1
20250912_229,4,1
20250912_229,5,1
20250912_229,6,1
20250912_229,7,1
20250912_229,8,1
20250912_229,9,1
20250912_229,10,1
20250912_229,11,1
20250912_229,12,1
20250912_229,13,1
20250912_229,14,1
20250912_229,15,1
20250912_229,16,1
20250912_229,17,1
20250912_229,18,1
20250912_229,19,1
20250912_229,20,1
20250912_229,21,1
20250912_229,22,1
20250912_229,23,1
20250912_229,24,1
20250912_229,25,1
20250912_229,26,1
20250912_229,27,1
20250912_229,28,1
20250912_229,29,1
20250912_229,30,1
20250912_229,31,1
20250912_229,32,1
20250912_229,33,1
20250912_229,34,1
20250912_229,35,1
20250912_229,36,1
20250912_229,37,1
20250912_229,38,1
20250912_229,39,1
20250912_229,40,1
20250912_229,41,1
20250912_229,42,1
20250912_229,43,1
20250912_229,44,1
20250912_229,45,1
20250912_229,46,1
20250912_229,47,1
20250912_229,48,1
20250912_229,49,1
20250912_229,50,1
20250912_229,51,1
20250912_229,52,1
20250912_229,53,1
20250912_229,54,1
20250912_229,55,1
20250925_231,1,1
20250925_231,2,1
20250925_231,3,1
20250925_231,4,1
20250925_231,5,1
20250925_231,6,1
20250925_231,7,1
20250925_231,8,1
20250925_231,9,1
20250925_231,10,1
20250925_231,11,1
20250925_231,12,1
20250925_231,13,1
20250925_231,14,1
20250925_231,15,1
20250925_231,16,1
20250925_231,17,1
20250925_231,18,1
20250925_231,19,1
20250925_231,20,1
20250925_233,1,1
20250925_233,2,1
20250925_233,3,1
20250925_233,4,1
20250925_233,5,1
20250925_233,6,1
20250925_233,7,1
20250925_233,8,1
20250925_233,9,1
20250925_233,10,1
20250925_233,11,1
20250925_233,12,1
20250925_233,13,1
20250925_233,14,1
20250925_233,15,1
20250925_233,16,1
20250925_233,17,1
20250925_233,18,1
20250925_233,19,1
20250925_233,20,1
20250925_233,21,1
20250925_233,22,1
20250925_233,23,1
20250925_233,24,1
20250925_233,25,1
20250925_233,26,1
20250925_233,27,1
20250926_235,1,1
20250926_235,2,1
20250926_235,3,1
20250926_235,4,1
20250926_235,5,1
20250926_235,6,1
20250926_235,7,1
20250926_235,8,1
20250926_235,9,1
20250926_235,10,1
20250926_235,11,1
20250926_235,12,1
20250926_235,13,1
20250926_235,14,1
20250926_235,15,1
20250926_235,16,1
20250926_235,17,1
20250926_235,18,1
20250926_235,19,1
20250926_235,20,1
20250926_235,21,1
20250926_235,22,1
20250926_235,23,0
20250926_235,24,1
20250926_235,25,0
20250926_237,1,1
20250926_237,2,1
20250926_237,3,1
20250926_237,4,1
20250926_237,5,1
20250926_237,6,1
20250926_237,7,1
20250926_237,8,1
20250926_237,9,1
20250926_237,10,1
20250926_237,11,1
20250926_237,12,1
20250926_237,13,1
20250926_237,14,1
20250926_237,15,1
20250926_237,16,1
20250926_237,17,1
20250926_237,18,1
20250926_237,19,1
20250926_237,20,1
20250926_237,21,1
20250926_237,22,1
20250926_237,23,1
20250926_237,24,1
20250926_237,25,1
20250926_237,26,1
20250926_237,27,1
20250926_237,28,1
20250926_237,29,1
20250926_237,30,1
20250926_237,31,1
20250926_237,32,1
20250926_237,33,1
20250926_237,34,1
20250926_237,35,1
20250926_237,36,1
20250926_237,37,1
20250926_237,38,1
20250926_237,39,1
20260115_240,1,1
20260115_240,2,1
20260115_240,3,1
20260115_240,4,1
20260115_240,5,1
20260115_240,6,1
20260115_240,7,1
20260115_240,8,1
20260115_240,9,1
20260115_240,10,1
20260115_240,11,1
20260115_240,12,1
20260115_240,13,1
20260115_240,14,1
20260115_240,15,1
20260115_240,16,1
20260115_240,17,1
20260115_240,18,1
20260115_240,19,1
20260115_240,20,1
20260115_240,21,1
20260115_240,22,1
20260115_240,23,1
20260115_240,24,1
20260115_240,25,1
20260115_240,26,1
20260115_240,27,1
20260115_240,28,1
20260115_240,29,1
20260115_240,30,1
20260115_240,31,1
20260115_240,32,1
20260115_243,1,1
20260115_243,2,1
20260115_243,3,1
20260115_243,4,1
20260115_243,5,1
20260115_243,6,1
20260115_243,7,1
20260115_243,8,1
20260115_243,9,1
20260115_243,10,1
20260115_243,11,1
20260115_243,12,1
20260115_243,13,1
20260115_243,14,1
20260115_243,15,1
20260115_243,16,1
20260115_243,17,1
20260115_243,18,1
20260115_243,19,1
20260115_243,20,1
20260115_243,21,1
20260115_243,22,1
20260115_243,23,1
20260115_243,24,1
20260115_243,25,1
20260115_243,26,1
20260115_243,27,1
20260115_243,28,1
20260115_243,29,1
20260115_243,30,1
20260115_243,31,1
20260115_243,32,1
20260115_243,33,1
20260115_243,34,1
20260115_243,35,1
20260115_243,36,1
20260115_243,37,1
20260115_243,38,1
20260115_243,39,1
20260115_243,40,1
20260115_243,41,1
20260115_243,42,1
20260115_243,43,1
20260120_248,1,1
20260120_248,2,1
20260120_248,3,1
20260120_248,4,1
20260120_248,5,1
20260120_248,6,1
20260120_248,7,1
20260120_248,8,1
20260120_248,9,1
20260120_248,10,1
20260120_248,11,1
20260120_248,12,1
20260120_248,13,1
20260120_248,14,1
20260120_248,15,1
20260120_248,16,1
20260120_248,17,1
20260120_248,18,1
20260120_248,19,1
20260120_248,20,1
20260120_248,21,1
20260120_248,22,1
20260120_248,23,1
20260120_248,24,1
20260120_248,25,1
20260120_248,26,1
20260120_248,27,1
20260120_248,28,1
20260120_248,29,1
20260120_248,30,1
20260120_248,31,1
20260121_250,1,1
20260121_250,2,1
20260121_250,3,1
20260121_250,4,1
20260121_250,5,1
20260121_250,6,1
20260121_250,7,1
20260121_250,8,1
20260121_250,9,1
20260121_250,10,1
20260121_250,11,1
20260121_250,12,1
20260121_250,13,1
20260121_250,14,1
20260121_250,15,1
20260121_250,16,1
20260121_250,17,1
20260121_250,18,1
20260121_250,19,1
20260121_250,20,1
20260121_250,21,1
20260121_250,22,1
20260121_250,23,1
20260121_250,24,1
20260121_250,25,1
20260121_250,26,1
20260121_250,27,1
20260121_250,28,1
20260121_250,29,1
20260121_250,30,1
20260121_250,31,1
20260121_250,32,1
20260121_250,33,1
20260121_250,34,1
20260121_252,1,1
20260121_252,2,1
20260121_252,3,1
20260121_252,4,1
20260121_252,5,1
20260121_252,6,1
20260121_252,7,1
20260121_252,8,1
20260121_252,9,1
20260121_252,10,1
20260121_252,11,1
20260121_252,12,1
20260121_252,13,1
20260121_252,14,1
20260121_252,15,1
20260121_252,16,1
20260121_252,17,1
20260121_252,18,1
20260121_252,19,1
20260121_252,20,1
20260121_252,21,1
20260121_252,22,1
20260121_252,23,1
20260121_252,24,1
20260121_252,25,1
20260121_252,26,1
20260121_252,27,1
20260122_256,1,1
20260122_256,2,1
20260122_256,3,1
20260122_256,4,1
20260122_256,5,1
20260122_256,6,1
20260122_256,7,1
20260122_256,8,1
20260122_256,9,1
20260122_256,10,1
20260122_256,11,1
20260122_256,12,1
20260122_256,13,1
20260122_256,14,1
20260122_256,15,1
20260122_256,16,1
20260122_256,17,1
20260122_256,18,1
20260122_256,19,1
20260122_256,20,1
20260122_256,21,1
20260122_256,22,1
20260122_256,23,1
20260122_256,24,1
20260122_256,25,1
20260122_256,26,1
20260122_256,27,1
20260122_256,28,1
20260122_256,29,1
20260122_256,30,1
20260122_256,31,1
20260122_256,32,1
20260122_256,33,1
20260122_256,34,1
20260122_256,35,1
20260122_256,36,1
20260122_256,37,0
20260122_259,1,1
20260122_259,2,1
20260122_259,3,1
20260122_259,4,1
20260122_259,5,1
20260122_259,6,1
20260122_259,7,1
20260122_259,8,1
20260122_259,9,1
20260122_259,10,1
20260122_259,11,1
20260122_259,12,1
20260122_259,13,1
20260122_259,14,1
20260122_259,15,1
20260122_259,16,1
20260122_259,17,1
20260122_259,18,1
20260122_259,19,1
20260122_259,20,1
20260122_259,21,1
20260122_259,22,1
20260122_259,23,1
20260122_259,24,1
20260122_259,25,1
20260122_259,26,1
20260122_259,27,1
20260122_259,28,1
20260122_259,29,1
20260122_259,30,1
20260122_259,31,1
20260122_259,32,1
20260122_259,33,1
20260122_259,34,1
20260122_259,35,1
20260122_259,36,1
20260122_259,37,1
20260130_270,1,1
20260130_270,2,1
20260130_270,3,1
20260130_270,4,1
20260130_270,5,1
20260130_270,6,1
20260130_270,7,1
20260130_270,8,1
20260130_270,9,1
20260130_270,10,1
20260130_270,11,1
20260130_270,12,1
20260130_270,13,1
20260130_270,14,1
20260130_270,15,1
20260130_270,16,1
20260130_270,17,1
20260130_270,18,1
20260130_270,19,1
20260130_270,20,1
20260130_270,21,1
20260130_270,22,1
20260130_270,23,1
20260130_270,24,1
20260130_270,25,1
20260130_270,26,1
20260130_270,27,1
20260130_270,28,1
20260130_270,29,1
20260130_270,30,1
20260130_270,31,1
20260130_270,32,1
20260130_270,33,1
20260130_270,34,1
20260130_270,35,1
20260130_270,36,1
20260130_270,37,1
20260130_270,38,1
20260130_270,39,1
20260130_270,40,1
20260130_270,41,1
20260130_270,42,1
20260130_270,43,1
20260130_270,44,1
20260130_270,45,1
20260130_270,46,1
20260130_270,47,1
20260130_270,48,1
20260130_272,1,1
20260130_272,2,1
20260130_272,3,1
20260130_272,4,1
20260130_272,5,1
20260130_272,6,1
20260130_272,7,1
20260130_272,8,1
20260130_272,9,1
20260130_272,10,1
20260130_272,11,1
20260130_272,12,1
20260130_272,13,1
20260130_272,14,1
20260130_272,15,1
20260130_272,16,1
20260130_272,17,1
20260130_272,18,1
20260130_272,19,1
20260130_272,20,1
20260130_272,21,1
20260130_272,22,1
20260130_272,23,1
20260130_272,24,1
20260130_272,25,1
20260130_272,26,1
20260130_272,27,1
20260130_272,28,1
20260225_275,1,1
20260225_275,2,1
20260225_275,3,1
20260225_275,4,1
20260225_275,5,1
20260225_275,6,1
20260225_275,7,1
20260225_275,8,1
20260225_275,9,1
20260225_275,10,1
20260225_275,11,1
20260225_275,12,1
20260225_275,13,1
20260225_275,14,1
20260225_275,15,1
20260225_275,16,0
20260225_275,17,1
20260225_275,18,1
20260225_275,19,1
20260225_275,20,1
20260225_275,21,1
20260225_275,22,1
20260225_275,23,1
20260225_275,24,1
20260225_275,25,1
20260225_275,26,1
20260225_275,27,1
20260225_275,28,1
20260225_275,29,1
20260225_275,30,1
20260225_277,1,1
20260225_277,2,1
20260225_277,3,1
20260225_277,4,1
20260225_277,5,1
20260225_277,6,1
20260225_277,7,1
20260225_277,8,1
20260225_277,9,1
20260225_277,10,1
20260225_277,11,1
20260225_277,12,1
20260225_277,13,1
20260225_277,14,1
20260225_277,15,1
20260225_277,16,1
20260225_277,17,1
20260225_277,18,1
20260225_277,19,1
20260225_277,20,1
20260225_277,21,1
20260225_277,22,1
20260225_277,23,1
20260225_277,24,1
20260225_277,25,1
20260225_277,26,1
20260225_280,1,0
20260225_280,2,1
20260225_280,3,1
20260225_280,4,1
20260225_280,5,1
20260225_280,6,1
20260225_280,7,1
20260225_280,8,1
20260225_280,9,1
20260225_280,10,1
20260225_280,11,1
20260225_280,12,1
20260225_280,13,1
20260225_280,14,1
20260225_280,15,0
20260225_280,16,1
20260225_280,17,1
20260225_280,18,0
20260226_282,1,1
20260226_282,2,1
20260226_282,3,1
20260226_282,4,1
20260226_282,5,1
20260226_282,6,1
20260226_282,7,1
20260226_282,8,1
20260226_282,9,1
20260226_282,10,1
20260226_282,11,0
20260226_282,12,1
20260226_282,13,1
20260226_282,14,1
20260226_282,15,0
20260226_282,16,1
20260226_282,17,1
20260226_282,18,1
20260226_285,1,1
20260226_285,2,1
20260226_285,3,1
20260226_285,4,1
20260226_285,5,1
20260226_285,6,1
20260226_285,7,1
20260226_285,8,1
20260226_285,9,1
20260226_285,10,1
20260226_285,11,1
20260226_285,12,1
20260226_285,13,1
20260226_285,14,1
20260226_285,15,1
20260226_285,16,1
20260226_285,17,1
20260226_285,18,1
20260226_285,19,1
20260226_285,20,1
20260226_285,21,1
20260226_285,22,1
20260226_285,23,1
20260226_285,24,1
20260226_285,25,1
20260226_285,26,1
20260226_285,27,1
20260226_287,1,1
20260226_287,2,1
20260226_287,3,1
20260226_287,4,1
20260226_287,5,1
20260226_287,6,1
20260226_287,7,1
20260226_287,8,1
20260226_287,9,1
20260226_287,10,1
20260226_287,11,0
20260226_287,12,1
20260226_287,13,1
20260226_287,14,1
20260226_287,15,1
20260226_287,16,1
20260226_287,17,0
20260303_290,1,1
20260303_290,2,1
20260303_290,3,1
20260303_290,4,1
20260303_290,5,1
20260303_290,6,1
20260303_290,7,1
20260303_290,8,1
20260303_290,9,1
20260303_290,10,1
20260303_290,11,1
20260303_290,12,1
20260303_290,13,1
20260303_290,14,1
20260303_290,15,1
20260303_290,16,1
20260303_290,17,1
20260303_290,18,1
20260303_290,19,1
20260303_290,20,1
20260303_290,21,1
20260303_290,22,1
20260303_290,23,1
20260303_290,24,1
20260303_290,25,1
20260303_290,26,0
20260303_290,27,1
20260303_290,28,1
20260303_290,29,1
20260303_290,30,1
20260303_290,31,1
20260303_290,32,1
20260303_290,33,1
20260303_290,34,1
20260303_296,1,1
20260303_296,2,1
20260303_296,3,1
20260303_296,4,1
20260303_296,5,1
20260303_296,6,1
20260303_296,7,1
20260303_296,8,1
20260303_296,9,1
20260303_296,10,1
20260303_296,11,1
20260303_296,12,1
20260303_296,13,1
20260303_296,14,1
20260303_296,15,1
20260303_296,16,1
20260303_296,17,1
20260303_296,18,1
20260303_296,19,1
20260303_296,20,1
20260303_296,21,1
20260303_296,22,1
20260303_296,23,1
20260303_296,24,1
20260303_296,25,1
20260303_296,26,1
20260303_296,27,1
20260303_296,28,1
20260303_296,29,1
20260303_296,30,1
20260303_296,31,1
20260303_296,32,1
20260303_296,33,1
20260303_296,34,1
20260303_296,35,1
20260303_296,36,1
20260303_296,37,1
20260303_296,38,1
20260303_296,39,1
20260303_296,40,1
20260303_296,41,1
20260303_296,42,1
20260303_296,43,1
20260303_296,44,1
20260303_296,45,1
20260303_296,46,1
20260303_296,47,1
20260303_296,48,1
20260303_296,49,1
20260303_296,50,1
20260303_296,51,1
20260303_301,1,1
20260303_301,2,1
20260303_301,3,1
20260303_301,4,1
20260303_301,5,1
20260303_301,6,1
20260303_301,7,1
20260303_301,8,1
20260303_301,9,1
20260303_301,10,1
20260303_301,11,1
20260303_301,12,1
20260303_301,13,1
20260303_301,14,1
20260303_301,15,1
20260303_301,16,1
20260303_301,17,1
20260303_301,18,1
20260303_301,19,1
20260303_301,20,1
20260303_301,21,1
20260303_301,22,1
20260303_301,23,1
20260303_301,24,1
20260629_309,1,1
20260629_309,2,1
20260629_309,3,1
20260629_309,4,1
20260629_309,5,1
20260629_309,6,1
20260629_309,7,1
20260629_309,8,1
20260629_309,9,1
20260629_309,10,1
20260629_309,11,1
20260629_309,12,1
20260629_309,13,1
20260629_309,14,1
20260629_309,15,1
20260629_309,16,1
20260629_309,17,1
20260629_309,18,1
20260629_309,19,1
20260629_309,20,1
20260629_309,21,1
20260629_312,1,1
20260629_312,2,1
20260629_312,3,1
20260629_312,4,1
20260629_312,5,1
20260629_312,6,1
20260629_312,7,1
20260629_312,8,1
20260629_312,9,1
20260629_312,10,1
20260629_312,11,1
20260629_312,12,1
20260629_312,13,1
20260629_312,14,1
20260629_312,15,1
20260629_312,16,1
20260629_312,17,1
20260629_312,18,1
20260629_312,19,1
20260629_312,20,1
20260629_312,21,1
20260629_314,1,1
20260629_314,2,1
20260629_314,3,1
20260629_314,4,1
20260629_314,5,1
20260629_314,6,1
20260629_314,7,1
20260629_314,8,1
20260629_314,9,1
20260629_314,10,1
20260629_314,11,1
20260629_314,12,1
20260629_314,13,1
20260629_314,14,1
20260630_316,1,1
20260630_316,2,1
20260630_316,3,1
20260630_316,4,1
20260630_316,5,1
20260630_316,6,1
20260630_316,7,1
20260630_316,8,1
20260630_316,9,1
20260630_316,10,1
20260630_316,11,1
20260630_316,12,1
20260630_316,13,1
20260630_316,14,1
20260630_316,15,1
20260630_316,16,1
20260630_316,17,1
20260630_316,18,1
20260630_316,19,1
20260630_316,20,1
20260630_316,21,1
20260630_316,22,1
20260630_316,23,1
20260630_316,24,1
20260630_316,25,1
20260630_316,26,1
20260630_316,27,1
20260630_316,28,1
20260630_316,29,1
20260630_316,30,1
20260630_316,31,1
20260630_316,32,1
20260630_316,33,1
20260630_316,34,1
20260630_325,1,1
20260630_325,2,1
20260630_325,3,1
20260630_325,4,1
20260630_325,5,1
20260630_325,6,1
20260630_325,7,1
20260630_325,8,1
20260630_325,9,1
20260630_325,10,1
20260630_325,11,1
20260630_325,12,1
20260630_325,13,1
20260630_325,14,1
20260630_325,15,1
20260630_325,16,1
20260630_325,17,1
20260630_325,18,1
20260630_325,19,1
20260701_328,1,1
20260701_328,2,1
20260701_328,3,1
20260701_328,4,1
20260701_328,5,1
20260701_328,6,1
20260701_328,7,1
20260701_328,8,1
20260701_328,9,1
20260701_328,10,1
20260701_328,11,1
20260701_328,12,1
20260701_328,13,1
20260701_328,14,1
20260701_328,15,1
20260701_328,16,1
20260701_328,17,1
20260701_328,18,1
20260701_328,19,1
20260701_328,20,1
20260701_328,21,1
20260701_328,22,1
20260701_328,23,1
20260701_328,24,1
20260701_328,25,1
20260701_331,1,1
20260701_331,2,1
20260701_331,3,1
20260701_331,4,1
20260701_331,5,1
20260701_331,6,1
20260701_331,7,1
20260701_331,8,1
20260701_331,9,1
20260701_331,10,1
20260701_331,11,1
20260701_331,12,1
20260701_331,13,1
20260701_331,14,1
20260701_331,15,1
20260701_331,16,1
20260701_331,17,1
20260701_331,18,1
20260701_331,19,1
20260701_331,20,1
20260701_331,21,1
20260701_331,22,1
20260701_331,23,1
20260701_331,24,1
20260701_331,25,1
20260701_331,26,1
20260702_334,1,1
20260702_334,2,1
20260702_334,3,1
20260702_334,4,1
20260702_334,5,1
20260702_334,6,1
20260702_334,7,1
20260702_334,8,1
20260702_334,9,1
20260702_334,10,1
20260702_334,11,1
20260702_334,12,1
20260702_334,13,1
20260702_334,14,1
20260702_334,15,1
20260702_334,16,1
20260702_334,17,1
20260702_334,18,1
20260702_334,19,1
20260702_334,20,1
20260702_334,21,1
20260702_334,22,1
20260702_334,23,1
20260702_334,24,1
20260702_334,25,1
20260702_334,26,1
20260702_334,27,1
20260702_334,28,1
20260702_334,29,1
20260702_334,30,1
20260702_334,31,1
20260702_334,32,1
20260702_334,33,1
20260702_334,34,1
20260702_334,35,1
20260702_334,36,1
20260702_338,1,1
20260702_338,2,1
20260702_338,3,1
20260702_338,4,1
20260702_338,5,1
20260702_338,6,1
20260702_338,7,1
20260702_338,8,1
20260702_338,9,1
20260702_338,10,1
20260702_338,11,1
20260702_338,12,1
20260702_338,13,1
20260702_338,14,1
20260702_338,15,1
20260702_338,16,1
20260702_338,17,1
20260702_338,18,0
20260702_338,19,1
20260702_338,20,1
20260702_338,21,1
20260702_338,22,1
20260702_338,23,1
20260702_338,24,1
20260702_338,25,1
20260702_338,26,1
20260702_338,27,1
20260702_338,28,1
20260702_338,29,1
20260702_338,30,1
20260702_338,31,1
20260702_338,32,1
20260702_338,33,1
20260702_338,34,1
20260702_338,35,1
20260702_338,36,1
20260702_338,37,0
20260702_338,38,0
20260702_338,39,1
20260702_338,40,1
20260702_338,41,1
20260702_338,42,1
20260702_338,43,1
20260702_338,44,1
20260702_338,45,1
20260702_338,46,1
20260702_338,47,1
20260702_338,48,1
20260702_338,49,1
20260706_341,1,1
20260706_341,2,1
20260706_341,3,1
20260706_341,4,1
20260706_341,5,1
20260706_341,6,1
20260706_341,7,1
20260706_341,8,1
20260706_341,9,1
20260706_341,10,1
20260706_341,11,1
20260706_341,12,1
20260706_341,13,1
20260706_341,14,1
20260706_341,15,1
20260706_341,16,1
20260706_341,17,1
20260706_341,18,1
20260706_341,19,1
20260706_341,20,1
20260706_341,21,1
20260706_341,22,1
20260706_341,23,1
20260706_341,24,1
20260706_341,25,1
20260706_341,26,1
20260706_341,27,1
20260706_341,28,1
20260706_341,29,1
20260706_341,30,1
20260706_341,31,1
20260706_341,32,1
20260706_341,33,1
20260706_343,1,1
20260706_343,2,1
20260706_343,3,1
20260706_343,4,1
20260706_343,5,1
20260706_343,6,1
20260706_343,7,1
20260706_343,8,1
20260706_343,9,1
20260706_343,10,1
20260706_343,11,1
20260706_343,12,1
20260706_343,13,1
20260706_343,14,1
20260706_343,15,1
20260706_343,16,1
20260706_343,17,1
20260706_343,18,1
20260706_343,19,1
20260706_343,20,1
20260706_343,21,1
20260706_343,22,1
20260706_343,23,1
20260706_343,24,1
20260706_343,25,1
20260706_343,26,1
20260706_343,27,1
20260706_343,28,1
20260706_343,29,1
20260706_343,30,1
20260706_343,31,1
20260706_343,32,1
20260706_343,33,1
